prompt_index,method_key,method,budget,decode_rounds,num_output_tokens,mean_matched_draft_tokens,mean_committed_tokens,full_block_acceptance,milliseconds_per_token,tokens_per_second,matches_sequential_baseline,draft_milliseconds_per_round,tree_build_milliseconds_per_round,tree_compile_milliseconds_per_round,verify_milliseconds_per_round,commit_milliseconds_per_round,other_milliseconds_per_round
0,dflash2,DFlash2-GreedyPath,7,58,291,4.017241379310345,5.0,0.3793103448275862,10.874014786941657,91.9623542540034,True,12.75730548273118,0.0,0.0,41.05018218966695,0.597740931033482,0.15232834484463795
1,dflash2,DFlash2-GreedyPath,7,50,237,3.74,4.72,0.26,11.283806603375835,88.622575266473,False,12.404317380014618,0.0,0.0,40.33824415999334,0.5936211399603053,0.14906062003319676
2,dflash2,DFlash2-GreedyPath,7,84,453,4.392857142857143,5.380952380952381,0.38095238095238093,9.937953353200166,100.62434029014489,False,12.484538678531212,0.0,0.0,40.402913285723635,0.559396666668969,0.14711409526279612
3,dflash2,DFlash2-GreedyPath,7,58,326,4.620689655172414,5.603448275862069,0.4482758620689655,9.522749990798557,105.01168265115214,True,12.436744758588247,0.0,0.0,40.38721931034035,0.552220275855281,0.14823801729076438
4,dflash2,DFlash2-GreedyPath,7,44,239,4.431818181818182,5.409090909090909,0.36363636363636365,9.836610698744819,101.66103250661358,True,12.346117136375637,0.0,0.0,40.37338511362908,0.5646402273152323,0.14653836358940514
5,dflash2,DFlash2-GreedyPath,7,93,387,3.161290322580645,4.150537634408602,0.17204301075268819,13.553506341086363,73.78164548966791,False,13.243827548404791,0.0,0.0,42.34082539784062,0.6607401935647803,0.1546816343879102
6,dflash2,DFlash2-GreedyPath,7,52,243,3.673076923076923,4.653846153846154,0.21153846153846154,11.368810798354135,87.95994741550015,True,12.302959249994343,0.0,0.0,40.078481596144506,0.5973761923139767,0.14851034616360545
7,dflash2,DFlash2-GreedyPath,7,50,231,3.62,4.6,0.24,11.52106359307321,86.79754190413708,True,12.307101320002403,0.0,0.0,40.18118336003681,0.5939180000041233,0.14511111995489046
8,dflash2,DFlash2-GreedyPath,7,69,344,3.971014492753623,4.971014492753623,0.3188405797101449,10.747812659884021,93.04218743340014,True,12.43069655073787,0.0,0.0,40.427618217398816,0.5760609565515842,0.148922173863952
9,dflash2,DFlash2-GreedyPath,7,73,357,3.8904109589041096,4.876712328767123,0.273972602739726,11.018927949579917,90.7529302828524,True,12.514275246571307,0.0,0.0,40.6338283150882,0.5887760411098174,0.15020639723108417
