prompt_index,method_key,method,budget,decode_rounds,num_output_tokens,mean_matched_draft_tokens,mean_committed_tokens,full_block_acceptance,milliseconds_per_token,tokens_per_second,matches_sequential_baseline,draft_milliseconds_per_round,tree_build_milliseconds_per_round,tree_compile_milliseconds_per_round,verify_milliseconds_per_round,commit_milliseconds_per_round,other_milliseconds_per_round
0,dflash2,DFlash2-GreedyPath,7,58,291,4.017241379310345,5.0,0.3793103448275862,10.702581010307867,93.43540581817416,True,12.58982474144369,0.0,0.0,40.388963741359724,0.5671636206678723,0.15148020686645194
1,dflash2,DFlash2-GreedyPath,7,50,237,3.74,4.72,0.26,11.47971779325037,87.11015532001679,False,12.705793280019861,0.0,0.0,40.950016980041255,0.6056943200201204,0.1523577599255077
2,dflash2,DFlash2-GreedyPath,7,84,453,4.392857142857143,5.380952380952381,0.38095238095238093,9.997444509933702,100.02556143286175,False,12.663554642802497,0.0,0.0,40.52800170244977,0.5711678690572409,0.15206582140438382
3,dflash2,DFlash2-GreedyPath,7,58,326,4.620689655172414,5.603448275862069,0.4482758620689655,9.576383294478564,104.42355628941544,True,12.606999344794092,0.0,0.0,40.51331324134135,0.5552194310094537,0.1503465000966867
4,dflash2,DFlash2-GreedyPath,7,44,239,4.431818181818182,5.409090909090909,0.36363636363636365,10.154375146443098,98.4797179125574,True,12.874804454564913,0.0,0.0,41.54769206818607,0.5786424999934586,0.15558052270783015
5,dflash2,DFlash2-GreedyPath,7,93,387,3.161290322580645,4.150537634408602,0.17204301075268819,13.089462852712336,76.39732900061554,False,12.81718880647375,0.0,0.0,40.879507301108404,0.6208555483309645,0.15150344085756637
6,dflash2,DFlash2-GreedyPath,7,52,243,3.673076923076923,4.653846153846154,0.21153846153846154,11.528439345681583,86.74200991260696,True,12.574467730701144,0.0,0.0,40.541119288386305,0.6056164038279979,0.15208044248118732
7,dflash2,DFlash2-GreedyPath,7,50,231,3.62,4.6,0.24,11.703920502161637,85.44145526409775,True,12.592510840022442,0.0,0.0,40.729152760013676,0.5972706400098104,0.15317847994083422
8,dflash2,DFlash2-GreedyPath,7,69,344,3.971014492753623,4.971014492753623,0.3188405797101449,10.825999706393896,92.37022234624618,True,12.666453217418061,0.0,0.0,40.5742868116526,0.5795747970494077,0.1527851593799415
9,dflash2,DFlash2-GreedyPath,7,73,357,3.8904109589041096,4.876712328767123,0.273972602739726,11.056244369749791,90.44662604745146,True,12.687756054817815,0.0,0.0,40.63765020542284,0.5918644383698798,0.15230793153570696
10,dflash2,DFlash2-GreedyPath,7,45,167,2.7111111111111112,3.688888888888889,0.1111111111111111,14.591060167660686,68.53511592093757,False,12.581583311172531,0.0,0.0,40.785904666699935,0.6297874000463506,0.15177013317750404
11,dflash2,DFlash2-GreedyPath,7,61,374,5.114754098360656,6.114754098360656,0.4262295081967213,8.82247849197965,113.34683342204589,False,12.684427836068265,0.0,0.0,40.69882513113789,0.5568850983912793,0.15177924588435238
12,dflash2,DFlash2-GreedyPath,7,71,373,4.253521126760563,5.23943661971831,0.38028169014084506,10.304762292225348,97.04251021437649,True,12.728079140826184,0.0,0.0,40.67803871823062,0.577607549184648,0.15256100021002858
13,dflash2,DFlash2-GreedyPath,7,73,355,3.863013698630137,4.8493150684931505,0.2465753424657534,11.156270253520912,89.63569161336878,False,12.718780725987166,0.0,0.0,40.78477104103015,0.598004328747091,0.1515389727277056
14,dflash2,DFlash2-GreedyPath,7,71,351,3.943661971830986,4.929577464788732,0.2676056338028169,10.839855387465628,92.25215321196285,False,12.576639929558413,0.0,0.0,40.27078923937411,0.5907546620350536,0.15039702819348988
15,dflash2,DFlash2-GreedyPath,7,74,331,3.472972972972973,4.45945945945946,0.25675675675675674,12.010972438065298,83.25720545580387,True,12.59776899997952,0.0,0.0,40.37927020275723,0.5964720405761516,0.15124385127647483
16,dflash2,DFlash2-GreedyPath,7,46,251,4.434782608695652,5.434782608695652,0.2826086956521739,9.793187015937264,102.11180470388416,True,12.461473065148153,0.0,0.0,40.240856869549255,0.5861323043854614,0.14827560874872017
