prompt_index,method_key,method,budget,decode_rounds,num_output_tokens,mean_matched_draft_tokens,mean_committed_tokens,full_block_acceptance,milliseconds_per_token,tokens_per_second,matches_sequential_baseline,draft_milliseconds_per_round,tree_build_milliseconds_per_round,tree_compile_milliseconds_per_round,verify_milliseconds_per_round,commit_milliseconds_per_round,other_milliseconds_per_round
0,dflash2,DFlash2-GreedyPath,7,352,743,1.1107954545454546,2.1079545454545454,0.0,25.47640445356756,39.25200676659716,False,12.576989815401744,0.0,0.0,40.40078669329846,0.6495284773005882,0.14817373275119197
1,dflash2,DFlash2-GreedyPath,7,150,361,1.4066666666666667,2.4,0.006666666666666667,22.263059988917803,44.917455214951765,False,12.49959049988926,0.0,0.0,40.28445274639429,0.647127586659432,0.14859354038586994
2,dflash2,DFlash2-GreedyPath,7,23,84,2.652173913043478,3.608695652173913,0.08695652173913043,14.623519464294077,68.38299100580252,True,12.086020782589912,0.0,0.0,40.54794947818585,0.6266040431712653,0.1470620004313431
3,dflash2,DFlash2-GreedyPath,7,133,423,2.172932330827068,3.172932330827068,0.07518796992481203,16.94955152482182,58.99861117478814,False,12.561255586654152,0.0,0.0,40.56393901495389,0.6339212330449915,0.14810442850208155
4,dflash2,DFlash2-GreedyPath,7,88,223,1.5340909090909092,2.522727272727273,0.022727272727272728,20.970773681606854,47.68541281226476,False,12.35741378414704,0.0,0.0,39.99521971606803,0.6406247954063556,0.14858864754139425
5,dflash2,DFlash2-GreedyPath,7,21,44,1.0476190476190477,2.0476190476190474,0.0,25.188636454500244,39.70044197534711,True,11.92005904764907,0.0,0.0,40.06211485674222,0.6459114281044874,0.14810533407615453
6,dflash2,DFlash2-GreedyPath,7,88,210,1.3863636363636365,2.375,0.0,22.575811714272106,44.29519578991768,False,12.5256896021297,0.0,0.0,40.54735846582182,0.6515658749115325,0.14948219346809888
7,dflash2,DFlash2-GreedyPath,7,68,267,2.926470588235294,3.911764705882353,0.25,13.708148940069247,72.94930952179664,False,12.482244117617324,0.0,0.0,40.60409677929462,0.5905680149333099,0.14773472048545955
8,dflash2,DFlash2-GreedyPath,7,73,153,1.095890410958904,2.0821917808219177,0.0,25.732219758151736,38.86178531812084,False,12.49486649263816,0.0,0.0,40.63798343810198,0.649690781345221,0.14937193171210486
9,dflash2,DFlash2-GreedyPath,7,58,201,2.4655172413793105,3.4482758620689653,0.15517241379310345,15.517144925382384,64.4448450284328,False,12.447975361910407,0.0,0.0,40.565955155059406,0.6136718793954813,0.14733087952883014
10,dflash2,DFlash2-GreedyPath,7,102,210,1.0588235294117647,2.049019607843137,0.0,25.923730085681502,38.574695720672224,False,12.39774538243735,0.0,0.0,40.17274398988686,0.6534952650219887,0.14840083317454522
11,dflash2,DFlash2-GreedyPath,7,108,258,1.3796296296296295,2.3796296296296298,0.009259259259259259,22.27996840697732,44.88336705571065,False,12.391302648042997,0.0,0.0,40.03815870378781,0.6458866299470645,0.1490209904457313
12,dflash2,DFlash2-GreedyPath,7,266,647,1.4323308270676691,2.4285714285714284,0.018796992481203006,21.923348850078867,45.61346931248611,False,12.471137883737281,0.0,0.0,40.06385797727393,0.6425613347599388,0.14728004483421178
13,dflash2,DFlash2-GreedyPath,7,99,379,2.8282828282828283,3.8181818181818183,0.030303030303030304,13.876528366755892,72.0641340232985,True,12.355377272549298,0.0,0.0,39.98202233343924,0.6392191215935681,0.14665653504903964
14,dflash2,DFlash2-GreedyPath,7,84,150,0.7738095238095238,1.7738095238095237,0.0,29.97000913999121,33.36668985748242,False,12.425564118703257,0.0,0.0,40.295066726251946,0.6497681308593157,0.14747448845550284
15,dflash2,DFlash2-GreedyPath,7,5,9,0.6,1.6,0.0,28.287853111073165,35.35086229674157,True,10.033990599913523,0.0,0.0,40.09753220161656,0.6507030004286207,0.1359097979729995
16,dflash2,DFlash2-GreedyPath,7,94,264,1.8085106382978724,2.797872340425532,0.0425531914893617,19.054899109836366,52.47994199474864,False,12.441242946806597,0.0,0.0,40.28484188243152,0.6405995001377379,0.14920253229223468
17,dflash2,DFlash2-GreedyPath,7,24,56,1.3333333333333333,2.2916666666666665,0.0,22.77237446430393,43.91285597237637,True,12.039790626355776,0.0,0.0,40.29532791658615,0.6532258748848108,0.1471959988824286
18,dflash2,DFlash2-GreedyPath,7,20,87,3.35,4.3,0.15,12.28616588505456,81.39235700996392,True,12.073897851223592,0.0,0.0,40.607152100346866,0.6179461994179292,0.14582544899894856
19,dflash2,DFlash2-GreedyPath,7,11,87,6.909090909090909,7.818181818181818,0.9090909090909091,6.6735046206847715,149.84630367984815,True,11.516066272716587,0.0,0.0,40.693663726745974,0.4292307256202383,0.14239400215129452
20,dflash2,DFlash2-GreedyPath,7,139,329,1.3597122302158273,2.3597122302158273,0.0,22.796188860165316,43.866981719362194,False,12.56641397143173,0.0,0.0,40.589760000310356,0.6518182519043582,0.14845479070167092
21,dflash2,DFlash2-GreedyPath,7,120,271,1.25,2.25,0.0,23.943200180828107,41.765511395620535,True,12.603726049989442,0.0,0.0,40.66452863329081,0.6535577000249759,0.14991469173158598
22,dflash2,DFlash2-GreedyPath,7,144,295,1.0486111111111112,2.0416666666666665,0.0,26.369904040682552,37.92201892192082,False,12.591014951491767,0.0,0.0,40.62821472896556,0.6519212708250658,0.1505274653936733
23,dflash2,DFlash2-GreedyPath,7,100,181,0.8,1.8,0.0,29.49185287844401,33.90766948830514,False,12.414093450788641,0.0,0.0,40.171217679962865,0.6479076600226108,0.14703491920954548
24,dflash2,DFlash2-GreedyPath,7,498,1440,1.891566265060241,2.889558232931727,0.04819277108433735,18.59066512361096,53.79043693977125,False,12.591891636394982,0.0,0.0,40.37310829498089,0.6425730622345236,0.14856712285503576
25,dflash2,DFlash2-GreedyPath,7,492,1430,1.9065040650406504,2.904471544715447,0.03861788617886179,18.30512848251741,54.629499102126765,False,12.479796349604536,0.0,0.0,39.93914740234819,0.6372655813269434,0.14772101224857967
26,dflash2,DFlash2-GreedyPath,7,331,863,1.6042296072507554,2.604229607250755,0.03323262839879154,20.75735112514892,48.17570382515875,False,12.658186776533983,0.0,0.0,40.66155248932598,0.6489477249724422,0.1509324079697735
27,dflash2,DFlash2-GreedyPath,7,317,853,1.6876971608832807,2.687697160883281,0.00946372239747634,19.928005962481926,50.18063532712108,False,12.602773110264925,0.0,0.0,40.225503009297604,0.6473530346930926,0.14768026529353007
28,dflash2,DFlash2-GreedyPath,7,48,95,0.9583333333333334,1.9583333333333333,0.0,27.09755909469861,36.9036929306168,False,12.356342645337767,0.0,0.0,40.477882500150976,0.6509528338938253,0.1454077288750947
29,dflash2,DFlash2-GreedyPath,7,34,91,1.6764705882352942,2.6470588235294117,0.0,20.198105285689362,49.509594383019376,True,12.221619294851894,0.0,0.0,41.035019029496816,0.6554298240242882,0.14756658685441568
30,dflash2,DFlash2-GreedyPath,7,176,385,1.1818181818181819,2.1818181818181817,0.005681818181818182,24.59767710390295,40.65424534909959,False,12.611834454549932,0.0,0.0,40.39908713614502,0.6483752328924972,0.14812184120025698
31,dflash2,DFlash2-GreedyPath,7,262,727,1.7748091603053435,2.7709923664122136,0.04198473282442748,19.52073748005185,51.227572781094736,False,12.623973110665608,0.0,0.0,40.749952430877514,0.6435345307639925,0.14886110325660273
32,dflash2,DFlash2-GreedyPath,7,304,900,1.9605263157894737,2.9572368421052633,0.06578947368421052,18.297853585560613,54.651218806840276,False,12.641288269486196,0.0,0.0,40.742362585660885,0.6381335527437745,0.14949265462411476
33,dflash2,DFlash2-GreedyPath,7,289,970,2.356401384083045,3.3529411764705883,0.10034602076124567,16.221424996911082,61.646865191585945,False,12.755777162763977,0.0,0.0,40.90718189978978,0.632181785577565,0.15047246330034206
34,dflash2,DFlash2-GreedyPath,7,62,134,1.1451612903225807,2.1451612903225805,0.0,25.03531075376147,39.94358247978821,False,12.529611773765458,0.0,0.0,40.77688978976502,0.6530190477215294,0.14905424365180456
35,dflash2,DFlash2-GreedyPath,7,126,258,1.0396825396825398,2.0396825396825395,0.0,26.617688755809365,37.5690019210157,False,12.709019635087952,0.0,0.0,40.98626824564971,0.6574562456600168,0.150142373592918
36,dflash2,DFlash2-GreedyPath,7,39,72,0.8461538461538461,1.8205128205128205,0.0,29.104996902788116,34.358361326752274,False,12.261368128327796,0.0,0.0,40.668147692579225,0.6551070007098576,0.14767915276118004
37,dflash2,DFlash2-GreedyPath,7,48,85,0.7708333333333334,1.75,0.0,30.400740694141646,32.89393538338045,False,12.418229853816834,0.0,0.0,40.61510512519817,0.6532458545128369,0.14806414568132217
38,dflash2,DFlash2-GreedyPath,7,187,376,1.0106951871657754,2.0053475935828877,0.0,27.157060276585206,36.82283685403899,False,12.749698128432028,0.0,0.0,41.04625071130598,0.6579747593172273,0.15064679664549702
39,dflash2,DFlash2-GreedyPath,7,223,514,1.3004484304932735,2.3004484304932737,0.008968609865470852,23.415104075876727,42.70747619824778,False,12.591477175082149,0.0,0.0,40.57816364098316,0.6511427263137801,0.1494563455161463
40,dflash2,DFlash2-GreedyPath,7,33,106,2.212121212121212,3.1818181818181817,0.030303030303030304,17.225193830216874,58.054499116623845,True,12.680643302728916,0.0,0.0,41.83130472797943,0.664192909563567,0.15326954466714102
41,dflash2,DFlash2-GreedyPath,7,47,175,2.723404255319149,3.702127659574468,0.0851063829787234,14.36563789146021,69.61055315159096,True,12.357559489170486,0.0,0.0,40.355192148436274,0.6296405527849701,0.14668506504521964
42,dflash2,DFlash2-GreedyPath,7,45,128,1.8222222222222222,2.8222222222222224,0.06666666666666667,18.813976148408074,53.151975537324894,False,12.34922262277299,0.0,0.0,40.38449208827741,0.6360098221597986,0.1455854000394336
43,dflash2,DFlash2-GreedyPath,7,103,358,2.4757281553398056,3.466019417475728,0.11650485436893204,15.464466907817762,64.66436935465711,False,12.514340844558037,0.0,0.0,40.465919989939934,0.6199850879798335,0.15003711634509953
44,dflash2,DFlash2-GreedyPath,7,284,799,1.8133802816901408,2.8098591549295775,0.014084507042253521,19.39881087234331,51.54955149470991,False,12.77031761271925,0.0,0.0,41.00101084541038,0.6546048941896182,0.15029864416774985
45,dflash2,DFlash2-GreedyPath,7,249,739,1.9678714859437751,2.963855421686747,0.060240963855421686,18.263460635998005,54.75413558966806,False,12.655694675008835,0.0,0.0,40.75923497942543,0.639520184950198,0.14915421685057326
46,dflash2,DFlash2-GreedyPath,7,72,241,2.3472222222222223,3.3333333333333335,0.041666666666666664,16.19940190455858,61.73067412560434,False,12.564865041187861,0.0,0.0,40.867402055179504,0.6433652637901509,0.14736568148994897
47,dflash2,DFlash2-GreedyPath,7,46,205,3.4565217391304346,4.434782608695652,0.17391304347826086,12.197158960966258,81.98630543393197,True,12.483750608225819,0.0,0.0,41.111084956671974,0.6151990651826212,0.14686943509529912
48,dflash2,DFlash2-GreedyPath,7,283,1122,2.964664310954064,3.96113074204947,0.1625441696113074,13.566799993758181,73.70934932777666,False,12.55039615900496,0.0,0.0,40.4768800850151,0.6138644025748671,0.14666710250995324
49,dflash2,DFlash2-GreedyPath,7,24,106,3.4166666666666665,4.375,0.125,12.064482245271924,82.88793332941415,False,12.042831791101586,0.0,0.0,40.48097608332076,0.6150328332902669,0.14595587557172016
50,dflash2,DFlash2-GreedyPath,7,86,344,3.0,3.988372093023256,0.18604651162790697,13.421454636637613,74.50757217255874,False,12.450213732822597,0.0,0.0,40.48644797639586,0.601551383053532,0.14760545427846009
51,dflash2,DFlash2-GreedyPath,7,191,820,3.2931937172774868,4.287958115183246,0.2513089005235602,12.479253445124458,80.13299869237704,False,12.500622492252802,0.0,0.0,40.34130396868446,0.5861352779445389,0.14779074803995534
52,dflash2,DFlash2-GreedyPath,7,13,62,3.769230769230769,4.6923076923076925,0.3076923076923077,11.258316790307646,88.82322452152938,True,11.794813230853133,0.0,0.0,41.17269123022337,0.5801497693307913,0.14585661567532673
53,dflash2,DFlash2-GreedyPath,7,77,383,3.9740259740259742,4.961038961038961,0.37662337662337664,10.926376783294943,91.52164709612379,True,12.597591636529307,0.0,0.0,41.03822515583476,0.5646275197474782,0.14763760999186787
54,dflash2,DFlash2-GreedyPath,7,84,250,1.9761904761904763,2.9642857142857144,0.047619047619047616,18.25983474001987,54.76500824009713,True,12.615472273734797,0.0,0.0,40.940207226282965,0.6414560955904779,0.14761065445089203
55,dflash2,DFlash2-GreedyPath,7,49,165,2.36734693877551,3.3469387755102042,0.04081632653061224,16.107136800013848,62.08428055314836,True,12.492209999306526,0.0,0.0,40.95393828545787,0.6433223673838608,0.1488471438167336
56,dflash2,DFlash2-GreedyPath,7,205,776,2.7853658536585364,3.7804878048780486,0.14634146341463414,14.202575264170799,70.40976593327589,False,12.559447980595174,0.0,0.0,40.441158380595084,0.6126052100160273,0.14873186780122769
57,dflash2,DFlash2-GreedyPath,7,302,2048,5.781456953642384,6.7781456953642385,0.7052980132450332,7.8946669482391485,126.66778808484672,False,12.557057036283126,0.0,0.0,40.353746437032044,0.4784266658309255,0.14811393368097997
58,dflash2,DFlash2-GreedyPath,7,85,253,1.9764705882352942,2.9647058823529413,0.03529411764705882,18.02290741896847,55.4849435084783,False,12.461665411640698,0.0,0.0,40.39317185833009,0.64170956491794,0.14810701215858846
59,dflash2,DFlash2-GreedyPath,7,251,722,1.8764940239043826,2.8725099601593627,0.0398406374501992,18.619326677276085,53.707634939369086,False,12.469250314583283,0.0,0.0,40.30027853359099,0.6405086491017629,0.14834441903206105
60,dflash2,DFlash2-GreedyPath,7,60,386,5.433333333333334,6.416666666666667,0.5666666666666667,8.300788152848016,120.47048805322157,True,12.38757711701813,0.0,0.0,40.35878928322442,0.5098687004647218,0.1455020159482956
61,dflash2,DFlash2-GreedyPath,7,103,629,5.106796116504855,6.097087378640777,0.5048543689320388,8.752594003176231,114.25184346916008,False,12.407766989852162,0.0,0.0,40.36573584433656,0.5296454945741926,0.14715873917736547
62,dflash2,DFlash2-GreedyPath,7,16,74,3.5625,4.5625,0.125,11.508809108105394,86.88996321050477,True,11.862670313348644,0.0,0.0,40.60070162449847,0.6200937505127513,0.14477643662758055
63,dflash2,DFlash2-GreedyPath,7,16,86,4.3125,5.3125,0.3125,9.86435101156023,101.37514356779073,False,11.8402718753714,0.0,0.0,40.455265750551916,0.580604688366293,0.14474437284662384
64,dflash2,DFlash2-GreedyPath,7,58,318,4.482758620689655,5.4655172413793105,0.3275862068965517,9.806257386786319,101.97570393649615,False,12.444414206803575,0.0,0.0,40.60474222519431,0.5688037413949195,0.14738205071149296
65,dflash2,DFlash2-GreedyPath,7,75,354,3.72,4.706666666666667,0.26666666666666666,11.366096327685105,87.98095416138943,True,12.446415199956391,0.0,0.0,40.46878601356487,0.585801626536219,0.146971826616209
66,dflash2,DFlash2-GreedyPath,7,81,378,3.6666666666666665,4.654320987654321,0.20987654320987653,11.541474687830833,86.64404047555429,False,12.495244579856072,0.0,0.0,40.61806035773501,0.5968223700664914,0.15008790221964988
67,dflash2,DFlash2-GreedyPath,7,170,906,4.323529411764706,5.323529411764706,0.4176470588235294,10.077331476828721,99.23261949846015,False,12.5185555058552,0.0,0.0,40.49180745847372,0.5490141177313703,0.1468718473915942
68,dflash2,DFlash2-GreedyPath,7,74,382,4.162162162162162,5.148648648648648,0.3108108108108108,10.41435638480882,96.0212962808414,False,12.469805040333036,0.0,0.0,40.56905168869668,0.5746859999301189,0.14705374397217874
69,dflash2,DFlash2-GreedyPath,7,18,91,4.055555555555555,5.0,0.2777777777777778,10.506424846196072,95.17985562539452,True,11.938117999913326,0.0,0.0,40.4443676112957,0.5897801105068842,0.14354877849756223
70,dflash2,DFlash2-GreedyPath,7,49,235,3.795918367346939,4.775510204081633,0.3469387755102041,11.232905646791048,89.02416092898228,False,12.430857857647684,0.0,0.0,40.72630818418289,0.5676734483354173,0.14725901995433913
71,dflash2,DFlash2-GreedyPath,7,40,219,4.475,5.45,0.45,9.941147680348635,100.59200729678025,False,12.526723500195658,0.0,0.0,41.2043506750706,0.5481441006850218,0.14856527395750163
72,dflash2,DFlash2-GreedyPath,7,67,323,3.8208955223880596,4.8059701492537314,0.208955223880597,11.325545241482644,88.29596974609662,False,12.655054462648783,0.0,0.0,41.191207463270985,0.6043361337011013,0.1486722836462058
