budget,metric,mean_paired_prompt_difference,ci_low,ci_high,bootstrap_probability_positive,pairwise_improves_prompts,ties,unary_improves_prompts
8,mean_matched_draft_tokens,0.2868950587098596,0.24857900643204486,0.32517157361026433,1.0,117,1,10
8,mean_committed_tokens,0.28622138442168216,0.24774697546367946,0.324713723129142,1.0,117,1,10
8,full_block_acceptance,0.04415300957570811,0.034936393396289116,0.053393759936049195,1.0,106,0,22
8,tokens_per_second,4.81472241350768,4.136372836312501,5.490108782890915,1.0,116,0,12
8,milliseconds_per_token,-0.5317018392474283,-0.6071909252170357,-0.45637527157281027,0.0,12,0,116
16,mean_matched_draft_tokens,0.4648226221670128,0.41244714594145987,0.518443136307686,1.0,122,1,5
16,mean_committed_tokens,0.4642006367129573,0.41218055463125697,0.517761061958493,1.0,122,1,5
16,full_block_acceptance,0.08637975773639711,0.07438543408968769,0.09819179496540335,1.0,119,0,9
16,tokens_per_second,8.002593779494436,7.057973393380411,8.975004623650593,1.0,121,0,7
16,milliseconds_per_token,-0.7407874371730963,-0.8318886478268261,-0.6523913747645491,0.0,7,0,121
32,mean_matched_draft_tokens,0.554896014632544,0.5095203491933596,0.6050406188084457,1.0,125,1,2
32,mean_committed_tokens,0.5533930632294943,0.5077564681709166,0.6039046878616346,1.0,125,1,2
32,full_block_acceptance,0.11998929165143202,0.1088548993991312,0.13146087625752384,1.0,123,0,5
32,tokens_per_second,9.337120630939502,8.487324646899884,10.26750760508561,1.0,123,0,5
32,milliseconds_per_token,-0.8082895328023514,-0.9034707313408447,-0.7248864014027927,0.0,5,0,123
64,mean_matched_draft_tokens,0.5598272601408791,0.5129043829074187,0.6069207261394557,1.0,126,0,2
64,mean_committed_tokens,0.5585782024935059,0.5111232710731519,0.606267687239381,1.0,125,0,3
64,full_block_acceptance,0.12712235604889424,0.11453436007547484,0.13956651544717857,1.0,123,0,5
64,tokens_per_second,9.02165045033347,8.203089646730156,9.849265864712269,1.0,124,0,4
64,milliseconds_per_token,-0.7474066426095178,-0.8208760817362167,-0.6769576095761061,0.0,4,0,124
